Source,Target,Weight,Type
Ferguson_1,Ferguson_2,35,undirected
Ferguson_1,Ferguson_3,6,undirected
Ferguson_1,Ferguson_4,1,undirected
Ferguson_1,Ferguson_5,9,undirected
Ferguson_1,Ferguson_11,4,undirected
Ferguson_1,Ferguson_12,12,undirected
Ferguson_2,Ferguson_1,35,undirected
Ferguson_2,Ferguson_3,29,undirected
Ferguson_2,Ferguson_5,4,undirected
Ferguson_2,Ferguson_9,17,undirected
Ferguson_2,Ferguson_11,1,undirected
Ferguson_2,Ferguson_12,2,undirected
Ferguson_3,Ferguson_1,6,undirected
Ferguson_3,Ferguson_2,29,undirected
Ferguson_3,Ferguson_4,59,undirected
Ferguson_3,Ferguson_5,3,undirected
Ferguson_3,Ferguson_9,11,undirected
Ferguson_3,Ferguson_10,10,undirected
Ferguson_3,Ferguson_12,10,undirected
Ferguson_4,Ferguson_1,1,undirected
Ferguson_4,Ferguson_3,59,undirected
Ferguson_4,Ferguson_10,22,undirected
Ferguson_4,Ferguson_12,15,undirected
Ferguson_5,Ferguson_1,9,undirected
Ferguson_5,Ferguson_2,4,undirected
Ferguson_5,Ferguson_3,3,undirected
Ferguson_5,Ferguson_6,4,undirected
Ferguson_5,Ferguson_7,21,undirected
Ferguson_5,Ferguson_9,8,undirected
Ferguson_5,Ferguson_10,6,undirected
Ferguson_5,Ferguson_11,36,undirected
Ferguson_6,Ferguson_5,4,undirected
Ferguson_6,Ferguson_7,54,undirected
Ferguson_6,Ferguson_8,8,undirected
Ferguson_6,Ferguson_9,2,undirected
Ferguson_6,Ferguson_10,25,undirected
Ferguson_6,Ferguson_11,21,undirected
Ferguson_7,Ferguson_5,21,undirected
Ferguson_7,Ferguson_6,54,undirected
Ferguson_7,Ferguson_8,25,undirected
Ferguson_7,Ferguson_9,34,undirected
Ferguson_7,Ferguson_10,42,undirected
Ferguson_7,Ferguson_11,10,undirected
Ferguson_7,Ferguson_12,3,undirected
Ferguson_8,Ferguson_6,8,undirected
