Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage-plays,22,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,19,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_1756_Reflection_on_militia,Hume_Dialogues_Concerning_Natural_Religion,1,undirected
Ferguson_1756_Reflection_on_militia,Hume_essays_moral_political_1741,7,undirected
Ferguson_1756_Reflection_on_militia,Hume_Four_Dissertations,1,undirected
Ferguson_1756_Reflection_on_militia,Hume_Philosophical_Essays_Human_Understanding,1,undirected
Ferguson_1756_Reflection_on_militia,Hume_Political_Discourses,7,undirected
Ferguson_1756_Reflection_on_militia,Hume_Treatise_Human_Nature_vol_3,8,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_1756_Reflection_on_militia,22,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_T012677_3_Pamphlet_Dr_Price,8,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_1757_Morality_stage-plays,Hume_essays_moral_political_1741,21,undirected
Ferguson_1757_Morality_stage-plays,Hume_Four_Dissertations,13,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,19,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Manuscripts_edited,4,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_minutes_of_the_life,7,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Sermon_preached_in_the_ersh,8,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,10,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,20,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,40,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,24,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_Sermon_preached_in_the_ersh,12,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,30,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,10,undirected
