Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage.plays,25,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,12,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,1,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,2,undirected
Ferguson_1756_Reflection_on_militia,Hume_essays_moral_political_1741,2,undirected
Ferguson_1756_Reflection_on_militia,Hume_Political_Discourses,1,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1756_Reflection_on_militia,25,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1767_Civil_Society_4610,1,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_Sermon_preached_in_the_ersh,9,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T012677_3_Pamphlet_Dr_Price,8,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T114601_19_Principles_Moral_Political,2,undirected
Ferguson_1757_Morality_stage.plays,Hume_essays_moral_political_1741,8,undirected
Ferguson_1757_Morality_stage.plays,Hume_Petition_Bellmen,2,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,12,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1757_Morality_stage.plays,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T012677_3_Pamphlet_Dr_Price,7,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,5,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,13,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,16,undirected
Ferguson_1767_Civil_Society_4610,Hume_essays_moral_political_1741,4,undirected
Ferguson_1767_Civil_Society_4610,Hume_Four_Dissertations,1,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,15,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,9,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,6,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,7,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,10,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,15,undirected
Ferguson_biographical_sketch,Hume_Archibald_preface_edition,1,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,3,undirected
Ferguson_biographical_sketch,Hume_Life_of_David_Hume.Smith.Removed,15,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,6,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,19,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_29_Principles_Moral_Political,2,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_An_Enquiry_Principal_Morals,2,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_Dialogues_Concerning_Natural_Religion,6,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,6,undirected
Ferguson_letters_edited_w_npp,Hume_Archibald_preface_edition,15,undirected
Ferguson_letters_edited_w_npp,Hume_essays_moral_political_1741,6,undirected
Ferguson_letters_edited_w_npp,Hume_Life_of_David_Hume.Smith.Removed,4,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,21,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,19,undirected
Ferguson_Manuscripts_edited,Ferguson_minutes_of_the_life,6,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,4,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,9,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,21,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,24,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,7,undirected
Ferguson_minutes_of_the_life,Ferguson_Manuscripts_edited,6,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,3,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_19_Principles_Moral_Political,2,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,13,undirected
Ferguson_minutes_of_the_life,Hume_Life_of_David_Hume.Smith.Removed,10,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_1756_Reflection_on_militia,1,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,4,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,11,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,11,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_essays_moral_political_1741,2,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_Original.Contract_passive_obedience_and_parties,1,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_Petition_Bellmen,3,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,9,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_29_Principles_Moral_Political,15,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_biographical_sketch,10,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Roman_Republic_Vol_2_Edinburgh,30,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_1,9,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_2,4,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Tudor_vol_1_4709,2,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_biographical_sketch,15,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_minutes_of_the_life,3,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_Roman_Republic_Vol_1_London,30,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_1,8,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_2,2,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Tudor_vol_1_4709,5,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_Life_of_David_Hume.Smith.Removed,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1757_Morality_stage.plays,9,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_T012677_3_Pamphlet_Dr_Price,14,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_essays_moral_political_1741,7,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Petition_Bellmen,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1757_Morality_stage.plays,8,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1767_Civil_Society_4610,7,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,11,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Sermon_preached_in_the_ersh,14,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_T114601_19_Principles_Moral_Political,12,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_essays_moral_political_1741,7,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Original.Contract_passive_obedience_and_parties,2,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Petition_Bellmen,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Political_Discourses,1,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_1767_Civil_Society_4610,5,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,15,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_19_Principles_Moral_Political,20,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_29_Principles_Moral_Political,11,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1756_Reflection_on_militia,2,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1757_Morality_stage.plays,2,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,13,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,9,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_dialogues_from_manuscript_edited,6,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Manuscripts_edited,21,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_minutes_of_the_life,2,undirected
