Source,Target,Weight,Type
Carlyle_American_Colonies_OCR,Carlyle_Essay_on_taxes_OCR,17,undirected
Carlyle_American_Colonies_OCR,Carlyle_National_Depravity_OCR,89,undirected
Carlyle_American_Colonies_OCR,Carlyle_Sermon_Death_Dalrymple_OCR,11,undirected
Carlyle_American_Colonies_OCR,Carlyle_Tendency_of_Church_OCR,44,undirected
Carlyle_American_Colonies_OCR,Carlyle_The_Question_relating,81,undirected
Carlyle_American_Colonies_OCR,Ferguson_Sermon_preached_in_the_ersh,41,undirected
Carlyle_American_Colonies_OCR,Ferguson_T012677_3_Pamphlet_Dr_Price,51,undirected
Carlyle_American_Colonies_OCR,Hume_Petition_Bellmen,9,undirected
Carlyle_AN_ARGUMENT,Carlyle_Liberal_education_OCR,8,undirected
Carlyle_AN_ARGUMENT,Carlyle_Plain_Reasons,92,undirected
Carlyle_AN_ARGUMENT,Carlyle_Stipend_OCR,36,undirected
Carlyle_AN_ARGUMENT,Carlyle_The_Question_relating,8,undirected
Carlyle_AN_ARGUMENT,Ferguson_letters_edited_w_npp,34,undirected
Carlyle_AN_ARGUMENT,Ferguson_T012677_3_Pamphlet_Dr_Price,1,undirected
Carlyle_AN_ARGUMENT,Hume_Petition_Bellmen,22,undirected
Carlyle_AN_ARGUMENT,sister_peg_checked,4,undirected
Carlyle_Essay_on_taxes_OCR,Carlyle_American_Colonies_OCR,17,undirected
Carlyle_Essay_on_taxes_OCR,Carlyle_Stipend_OCR,17,undirected
Carlyle_Essay_on_taxes_OCR,Ferguson_T012677_3_Pamphlet_Dr_Price,25,undirected
Carlyle_Essay_on_taxes_OCR,Hume_Archibald_preface_edition,14,undirected
Carlyle_Essay_on_taxes_OCR,Hume_Political_Discourses,12,undirected
Carlyle_Essay_on_taxes_OCR,Kames_67200302_tcp,15,undirected
Carlyle_Essay_on_taxes_OCR,Kames_837000300_tcp,1,undirected
Carlyle_Liberal_education_OCR,Carlyle_AN_ARGUMENT,8,undirected
Carlyle_Liberal_education_OCR,Carlyle_National_Depravity_OCR,26,undirected
Carlyle_Liberal_education_OCR,Carlyle_Sermon_Death_Dalrymple_OCR,84,undirected
Carlyle_Liberal_education_OCR,Carlyle_Tendency_of_Church_OCR,46,undirected
Carlyle_National_Depravity_OCR,Carlyle_American_Colonies_OCR,89,undirected
Carlyle_National_Depravity_OCR,Carlyle_Liberal_education_OCR,26,undirected
Carlyle_National_Depravity_OCR,Carlyle_Sermon_Death_Dalrymple_OCR,71,undirected
Carlyle_National_Depravity_OCR,Carlyle_The_Question_relating,38,undirected
Carlyle_National_Depravity_OCR,Ferguson_Sermon_preached_in_the_ersh,1,undirected
Carlyle_National_Depravity_OCR,Hume_Petition_Bellmen,12,undirected
Carlyle_Plain_Reasons,Carlyle_AN_ARGUMENT,92,undirected
Carlyle_Plain_Reasons,Carlyle_Stipend_OCR,20,undirected
Carlyle_Plain_Reasons,Carlyle_The_Question_relating,65,undirected
Carlyle_Plain_Reasons,Ferguson_letters_edited_w_npp,37,undirected
Carlyle_Plain_Reasons,Ferguson_T012677_3_Pamphlet_Dr_Price,1,undirected
Carlyle_Plain_Reasons,Hume_Archibald_preface_edition,12,undirected
Carlyle_Plain_Reasons,sister_peg_checked,22,undirected
Carlyle_Sermon_Death_Dalrymple_OCR,Carlyle_American_Colonies_OCR,11,undirected
Carlyle_Sermon_Death_Dalrymple_OCR,Carlyle_Liberal_education_OCR,84,undirected
Carlyle_Sermon_Death_Dalrymple_OCR,Carlyle_National_Depravity_OCR,71,undirected
Carlyle_Sermon_Death_Dalrymple_OCR,Ferguson_Sermon_preached_in_the_ersh,42,undirected
Carlyle_Stipend_OCR,Carlyle_AN_ARGUMENT,36,undirected
Carlyle_Stipend_OCR,Carlyle_Essay_on_taxes_OCR,17,undirected
Carlyle_Stipend_OCR,Carlyle_Plain_Reasons,20,undirected
Carlyle_Stipend_OCR,Carlyle_The_Question_relating,26,undirected
Carlyle_Stipend_OCR,Hume_Petition_Bellmen,5,undirected
Carlyle_Stipend_OCR,Kames_32300303_tcp,18,undirected
Carlyle_Stipend_OCR,Kames_837000300_tcp,1,undirected
Carlyle_Tendency_of_Church_OCR,Carlyle_American_Colonies_OCR,44,undirected
Carlyle_Tendency_of_Church_OCR,Carlyle_Liberal_education_OCR,46,undirected
Carlyle_Tendency_of_Church_OCR,Carlyle_The_Question_relating,6,undirected
Carlyle_Tendency_of_Church_OCR,Ferguson_T012677_3_Pamphlet_Dr_Price,57,undirected
Carlyle_Tendency_of_Church_OCR,Hume_essay_on_national_chars,1,undirected
Carlyle_Tendency_of_Church_OCR,Hume_Petition_Bellmen,22,undirected
Carlyle_The_Question_relating,Carlyle_American_Colonies_OCR,81,undirected
Carlyle_The_Question_relating,Carlyle_AN_ARGUMENT,8,undirected
Carlyle_The_Question_relating,Carlyle_National_Depravity_OCR,38,undirected
Carlyle_The_Question_relating,Carlyle_Plain_Reasons,65,undirected
Carlyle_The_Question_relating,Carlyle_Stipend_OCR,26,undirected
Carlyle_The_Question_relating,Carlyle_Tendency_of_Church_OCR,6,undirected
Carlyle_The_Question_relating,Ferguson_1756_Reflection_on_militia,33,undirected
Carlyle_The_Question_relating,Ferguson_1757_Morality_stage-plays,12,undirected
Carlyle_The_Question_relating,Ferguson_Sermon_preached_in_the_ersh,17,undirected
Carlyle_The_Question_relating,Ferguson_T012677_3_Pamphlet_Dr_Price,5,undirected
Carlyle_The_Question_relating,Hume_Petition_Bellmen,7,undirected
Ferguson_1756_Reflection_on_militia,Carlyle_The_Question_relating,33,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage-plays,96,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,15,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,1,undirected
Ferguson_1757_Morality_stage-plays,Carlyle_The_Question_relating,12,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_1756_Reflection_on_militia,96,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_letters_edited_w_npp,7,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,6,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_T012677_3_Pamphlet_Dr_Price,15,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_T114601_19_Principles_Moral_Political,13,undirected
Ferguson_1757_Morality_stage-plays,Hume_Treatise_Human_Nature_vol_3,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,15,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,10,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Roman_Republic_Vol_1_London,2,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,48,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,29,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,17,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_1767_Civil_Society_4610,10,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_Roman_Republic_Vol_1_London,1,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,96,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,20,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,5,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Kames_258200103_tcp,17,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,34,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,47,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,70,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Caesar_vol_1,5,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,12,undirected
Ferguson_biographical_sketch,Hume_Life_of_David_Hume-Smith-Removed,40,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,33,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,68,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,5,undirected
Ferguson_dialogues_from_manuscript_edited,Kames_36200500_tcp,53,undirected
Ferguson_letters_edited_w_npp,Carlyle_AN_ARGUMENT,34,undirected
Ferguson_letters_edited_w_npp,Carlyle_Plain_Reasons,37,undirected
Ferguson_letters_edited_w_npp,Ferguson_1757_Morality_stage-plays,7,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,33,undirected
Ferguson_letters_edited_w_npp,Hume_Archibald_preface_edition,1,undirected
Ferguson_letters_edited_w_npp,Hume_Life_of_David_Hume-Smith-Removed,34,undirected
Ferguson_letters_edited_w_npp,Hume_Petition_Bellmen,5,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,85,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,68,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,10,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,32,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,51,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,72,undirected
Ferguson_Manuscripts_edited,Kames_36200500_tcp,1,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,34,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_1_London,10,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,46,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,6,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_1757_Morality_stage-plays,6,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,10,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,61,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,31,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_Original Contract_passive_obedience_and_parties,1,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Kames_743600300_tcp,3,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,32,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_19_Principles_Moral_Political,19,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_29_Principles_Moral_Political,46,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_1767_Civil_Society_4610,2,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,1,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_biographical_sketch,47,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_minutes_of_the_life,10,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Roman_Republic_Vol_2_Edinburgh,96,undirected
