Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage-plays,30,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,10,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_biographical_sketch,1,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_Sermon_preached_in_the_ersh,2,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T012677_3_Pamphlet_Dr_Price,1,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,1,undirected
Ferguson_1756_Reflection_on_militia,Hume_essay_on_national_chars,1,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_1756_Reflection_on_militia,30,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_dialogues_from_manuscript_edited,1,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_letters_edited_w_npp,7,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,2,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_Sermon_preached_in_the_ersh,14,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_T012677_3_Pamphlet_Dr_Price,11,undirected
Ferguson_1757_Morality_stage-plays,sister_peg_checked,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,10,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Sermon_preached_in_the_ersh,2,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,14,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,9,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,7,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_1767_Civil_Society_4610,1,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,28,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,8,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,6,undirected
Ferguson_biographical_sketch,Ferguson_1756_Reflection_on_militia,1,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,12,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,18,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,25,undirected
Ferguson_biographical_sketch,Hume_Archibald_preface_edition,3,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,5,undirected
Ferguson_biographical_sketch,Hume_Life_of_David_Hume-Smith-Removed,11,undirected
Ferguson_biographical_sketch,Hume_Petition_Bellmen,1,undirected
Ferguson_biographical_sketch,sister_peg_checked,3,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_1757_Morality_stage-plays,1,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,14,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,26,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_29_Principles_Moral_Political,2,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_Dialogues_Concerning_Natural_Religion,1,undirected
Ferguson_dialogues_from_manuscript_edited,sister_peg_checked,1,undirected
Ferguson_letters_edited_w_npp,Ferguson_1757_Morality_stage-plays,7,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,14,undirected
Ferguson_letters_edited_w_npp,Ferguson_T012677_3_Pamphlet_Dr_Price,6,undirected
Ferguson_letters_edited_w_npp,Hume_Archibald_preface_edition,16,undirected
Ferguson_letters_edited_w_npp,Hume_Life_of_David_Hume-Smith-Removed,10,undirected
Ferguson_letters_edited_w_npp,Hume_Petition_Bellmen,10,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,28,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,26,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,3,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,10,undirected
Ferguson_Manuscripts_edited,Ferguson_Sermon_preached_in_the_ersh,2,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,13,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,21,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,12,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_1_London,2,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,13,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,2,undirected
Ferguson_minutes_of_the_life,Hume_Life_of_David_Hume-Smith-Removed,3,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_1757_Morality_stage-plays,2,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,3,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,25,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,10,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,10,undirected
