Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage.plays,15,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,13,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,4,undirected
Ferguson_1756_Reflection_on_militia,Hume_essays_moral_political_1741,2,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1756_Reflection_on_militia,15,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1767_Civil_Society_4610,1,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_Sermon_preached_in_the_ersh,1,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T012677_3_Pamphlet_Dr_Price,13,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T114601_19_Principles_Moral_Political,8,undirected
Ferguson_1757_Morality_stage.plays,Hume_essays_moral_political_1741,3,undirected
Ferguson_1757_Morality_stage.plays,Hume_Treatise_Human_Nature_vol_3,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,13,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1757_Morality_stage.plays,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Sermon_preached_in_the_ersh,4,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T012677_3_Pamphlet_Dr_Price,5,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,8,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,12,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,17,undirected
Ferguson_1767_Civil_Society_4610,Hume_essays_moral_political_1741,2,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_1767_Civil_Society_4610,1,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,15,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,7,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,7,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,5,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,12,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,18,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,5,undirected
Ferguson_biographical_sketch,Hume_Life_of_David_Hume.Smith.Removed,12,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,11,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,20,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,7,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_29_Principles_Moral_Political,2,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_An_Enquiry_Principal_Morals,1,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_Dialogues_Concerning_Natural_Religion,4,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,11,undirected
Ferguson_letters_edited_w_npp,Ferguson_T012677_3_Pamphlet_Dr_Price,4,undirected
Ferguson_letters_edited_w_npp,Hume_Archibald_preface_edition,7,undirected
Ferguson_letters_edited_w_npp,Hume_essays_moral_political_1741,1,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,21,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,20,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,2,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,7,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,21,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,24,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,5,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,10,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_19_Principles_Moral_Political,4,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,11,undirected
Ferguson_minutes_of_the_life,Hume_Life_of_David_Hume.Smith.Removed,13,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,2,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,7,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,15,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_29_Principles_Moral_Political,1,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_essays_moral_political_1741,4,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_Original.Contract_passive_obedience_and_parties,1,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,7,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_19_Principles_Moral_Political,8,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_29_Principles_Moral_Political,15,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_biographical_sketch,12,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Roman_Republic_Vol_2_Edinburgh,30,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_1,8,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_2,4,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Tudor_vol_1_4709,1,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_biographical_sketch,18,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_minutes_of_the_life,10,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_Roman_Republic_Vol_1_London,30,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_1,4,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_2,4,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Tudor_vol_1_4709,4,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_Life_of_David_Hume.Smith.Removed,3,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1757_Morality_stage.plays,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1767_Civil_Society_4610,4,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_T012677_3_Pamphlet_Dr_Price,10,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_essays_moral_political_1741,15,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1757_Morality_stage.plays,13,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1767_Civil_Society_4610,5,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_letters_edited_w_npp,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,7,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Sermon_preached_in_the_ersh,10,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_T114601_19_Principles_Moral_Political,12,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_essays_moral_political_1741,9,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Original.Contract_passive_obedience_and_parties,1,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Petition_Bellmen,15,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Political_Discourses,3,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_1767_Civil_Society_4610,8,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,15,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_19_Principles_Moral_Political,19,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_29_Principles_Moral_Political,12,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1756_Reflection_on_militia,4,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1757_Morality_stage.plays,8,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,12,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,7,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_dialogues_from_manuscript_edited,7,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Manuscripts_edited,21,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_minutes_of_the_life,4,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,15,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,8,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T012677_3_Pamphlet_Dr_Price,12,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,19,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T114601_29_Principles_Moral_Political,30,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,17,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,7,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_dialogues_from_manuscript_edited,2,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Manuscripts_edited,24,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_minutes_of_the_life,11,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,1,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,15,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,12,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T114601_19_Principles_Moral_Political,30,undirected
Hume_A.Letter.from.a.Gentleman,Hume_An_Enquiry_Principal_Morals,3,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Dialogues_Concerning_Natural_Religion,11,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Four_Dissertations,2,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Philosophical_Essays_Human_Understanding,14,undirected
Hume_An_Abstract_of_a_book,Hume_Philosophical_Essays_Human_Understanding,12,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_1,13,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_human_nature_vol_2,2,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_3,3,undirected
Hume_An_Enquiry_Principal_Morals,Ferguson_dialogues_from_manuscript_edited,1,undirected
Hume_An_Enquiry_Principal_Morals,Hume_A.Letter.from.a.Gentleman,3,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Dialogues_Concerning_Natural_Religion,8,undirected
Hume_An_Enquiry_Principal_Morals,Hume_essays_moral_political_1741,19,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Four_Dissertations,30,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Philosophical_Essays_Human_Understanding,2,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Political_Discourses,5,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Treatise_Human_Nature_vol_3,2,undirected
Hume_An_Enquiry_Principal_Morals,Hume_two_essays_on_suicide_immorality_soul,3,undirected
Hume_Archibald_preface_edition,Ferguson_letters_edited_w_npp,7,undirected
Hume_Archibald_preface_edition,Hume_essays_moral_political_1741,13,undirected
Hume_Archibald_preface_edition,Hume_History_of_England_Tudor_vol_2_1710,3,undirected
Hume_Archibald_preface_edition,Hume_Political_Discourses,12,undirected
Hume_Archibald_preface_edition,sister_peg_checked,14,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_dialogues_from_manuscript_edited,4,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_A.Letter.from.a.Gentleman,11,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_An_Enquiry_Principal_Morals,8,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Four_Dissertations,8,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Petition_Bellmen,6,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Philosophical_Essays_Human_Understanding,19,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_two_essays_on_suicide_immorality_soul,12,undirected
Hume_essay_on_national_chars,Hume_essays_moral_political_1741,9,undirected
Hume_essay_on_national_chars,Hume_Four_Dissertations,10,undirected
Hume_essay_on_national_chars,Hume_Petition_Bellmen,1,undirected
Hume_essay_on_national_chars,Hume_Political_Discourses,11,undirected
Hume_essays_moral_political_1741,Ferguson_1756_Reflection_on_militia,2,undirected
Hume_essays_moral_political_1741,Ferguson_1757_Morality_stage.plays,3,undirected
Hume_essays_moral_political_1741,Ferguson_1767_Civil_Society_4610,2,undirected
Hume_essays_moral_political_1741,Ferguson_letters_edited_w_npp,1,undirected
Hume_essays_moral_political_1741,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,4,undirected
Hume_essays_moral_political_1741,Ferguson_Sermon_preached_in_the_ersh,15,undirected
Hume_essays_moral_political_1741,Ferguson_T012677_3_Pamphlet_Dr_Price,9,undirected
Hume_essays_moral_political_1741,Hume_An_Enquiry_Principal_Morals,19,undirected
Hume_essays_moral_political_1741,Hume_Archibald_preface_edition,13,undirected
Hume_essays_moral_political_1741,Hume_essay_on_national_chars,9,undirected
Hume_essays_moral_political_1741,Hume_Four_Dissertations,25,undirected
Hume_essays_moral_political_1741,Hume_Original.Contract_passive_obedience_and_parties,13,undirected
Hume_essays_moral_political_1741,Hume_Political_Discourses,21,undirected
Hume_essays_moral_political_1741,sister_peg_checked,5,undirected
Hume_Four_Dissertations,Hume_A.Letter.from.a.Gentleman,2,undirected
Hume_Four_Dissertations,Hume_An_Enquiry_Principal_Morals,30,undirected
Hume_Four_Dissertations,Hume_Dialogues_Concerning_Natural_Religion,8,undirected
Hume_Four_Dissertations,Hume_essay_on_national_chars,10,undirected
Hume_Four_Dissertations,Hume_essays_moral_political_1741,25,undirected
Hume_Four_Dissertations,Hume_Original.Contract_passive_obedience_and_parties,7,undirected
Hume_Four_Dissertations,Hume_Philosophical_Essays_Human_Understanding,11,undirected
Hume_Four_Dissertations,Hume_Political_Discourses,11,undirected
Hume_Four_Dissertations,Hume_two_essays_on_suicide_immorality_soul,3,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_1_London,8,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Caesar_vol_2,30,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_1_4709,16,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_2_1710,10,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_1_London,4,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Caesar_vol_1,30,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_1_4709,24,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_2_1710,15,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_biographical_sketch,5,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_1_London,1,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_1,16,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_2,24,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Tudor_vol_2_1710,25,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_Life_of_David_Hume.Smith.Removed,1,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_Archibald_preface_edition,3,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Caesar_vol_1,10,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Caesar_vol_2,15,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Tudor_vol_1_4709,25,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_Life_of_David_Hume.Smith.Removed,1,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_biographical_sketch,12,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_minutes_of_the_life,13,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_Roman_Republic_Vol_2_Edinburgh,3,undirected
Hume_Life_of_David_Hume.Smith.Removed,Hume_History_of_England_Tudor_vol_1_4709,1,undirected
Hume_Life_of_David_Hume.Smith.Removed,Hume_History_of_England_Tudor_vol_2_1710,1,undirected
Hume_Original.Contract_passive_obedience_and_parties,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,1,undirected
Hume_Original.Contract_passive_obedience_and_parties,Ferguson_T012677_3_Pamphlet_Dr_Price,1,undirected
Hume_Original.Contract_passive_obedience_and_parties,Hume_essays_moral_political_1741,13,undirected
Hume_Original.Contract_passive_obedience_and_parties,Hume_Four_Dissertations,7,undirected
