Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage-plays,59,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,21,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,1,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_Sermon_preached_in_the_ersh,11,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T012677_3_Pamphlet_Dr_Price,2,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,2,undirected
Ferguson_1756_Reflection_on_militia,Hume_Treatise_Human_Nature_vol_3,2,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_1756_Reflection_on_militia,59,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_Sermon_preached_in_the_ersh,24,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_T012677_3_Pamphlet_Dr_Price,26,undirected
Ferguson_1757_Morality_stage-plays,Hume_Petition_Bellmen,4,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,21,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Of_Mans_Progressive_Nature_Excerpt,2,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Sermon_preached_in_the_ersh,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T012677_3_Pamphlet_Dr_Price,3,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,12,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,21,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,33,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_1756_Reflection_on_militia,1,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_dialogues_from_manuscript_edited,6,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_Manuscripts_edited,1,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,3,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,50,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,11,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,13,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Hume_Petition_Bellmen,15,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,33,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,24,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,45,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Caesar_vol_1,6,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,2,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,6,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,17,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,40,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,1,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Sermon_preached_in_the_ersh,3,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,18,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_29_Principles_Moral_Political,7,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,17,undirected
Ferguson_letters_edited_w_npp,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,5,undirected
Ferguson_letters_edited_w_npp,Ferguson_Sermon_preached_in_the_ersh,1,undirected
Ferguson_letters_edited_w_npp,Ferguson_T012677_3_Pamphlet_Dr_Price,5,undirected
Ferguson_letters_edited_w_npp,Hume_Life_of_David_Hume-Smith-Removed,12,undirected
Ferguson_letters_edited_w_npp,Hume_Petition_Bellmen,19,undirected
Ferguson_letters_edited_w_npp,not_bumbo,17,undirected
Ferguson_letters_edited_w_npp,peg_bumbo,21,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,28,undirected
Ferguson_Manuscripts_edited,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,1,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,40,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,10,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,13,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,41,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,48,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,33,undirected
Ferguson_minutes_of_the_life,Ferguson_Of_Mans_Progressive_Nature_Excerpt,2,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_1_London,3,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,18,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,7,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,3,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_dialogues_from_manuscript_edited,1,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_letters_edited_w_npp,5,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,10,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,17,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,24,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_1767_Civil_Society_4610,2,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,13,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_minutes_of_the_life,2,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_19_Principles_Moral_Political,16,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_29_Principles_Moral_Political,33,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_biographical_sketch,24,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_minutes_of_the_life,3,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Roman_Republic_Vol_2_Edinburgh,60,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_1,19,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_2,6,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_biographical_sketch,45,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_minutes_of_the_life,18,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_Roman_Republic_Vol_1_London,60,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_1,13,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_2,1,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Tudor_vol_1_4709,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1756_Reflection_on_militia,11,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1757_Morality_stage-plays,24,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1767_Civil_Society_4610,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_dialogues_from_manuscript_edited,3,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_letters_edited_w_npp,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_T012677_3_Pamphlet_Dr_Price,36,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_T076224_16_Inst_Moral_Phil,2,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Petition_Bellmen,6,undirected
Ferguson_Sermon_preached_in_the_ersh,not_bumbo,1,undirected
Ferguson_Sermon_preached_in_the_ersh,peg_bumbo,2,undirected
Ferguson_Sermon_preached_in_the_ersh,sister_peg_checked,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1756_Reflection_on_militia,2,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1757_Morality_stage-plays,26,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1767_Civil_Society_4610,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_letters_edited_w_npp,5,undirected
