Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage.plays,23,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,3,undirected
Ferguson_1756_Reflection_on_militia,Hume_essays_moral_political_1741,9,undirected
Ferguson_1756_Reflection_on_militia,Hume_Political_Discourses,3,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1756_Reflection_on_militia,23,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_Sermon_preached_in_the_ersh,10,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T012677_3_Pamphlet_Dr_Price,12,undirected
Ferguson_1757_Morality_stage.plays,Hume_essays_moral_political_1741,10,undirected
Ferguson_1757_Morality_stage.plays,Hume_Treatise_Human_Nature_vol_3,1,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,3,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,10,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,10,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,15,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,15,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,10,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,5,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,15,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,10,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,16,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,5,undirected
Ferguson_biographical_sketch,Hume_Life_of_David_Hume.Smith.Removed,15,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,15,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,18,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,3,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_An_Enquiry_Principal_Morals,2,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_Dialogues_Concerning_Natural_Religion,11,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,15,undirected
Ferguson_letters_edited_w_npp,Hume_Archibald_preface_edition,7,undirected
Ferguson_letters_edited_w_npp,Hume_Dialogues_Concerning_Natural_Religion,1,undirected
Ferguson_letters_edited_w_npp,Hume_essays_moral_political_1741,3,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,11,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,18,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,2,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,6,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,25,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,20,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,15,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,8,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,7,undirected
Ferguson_minutes_of_the_life,Hume_Life_of_David_Hume.Smith.Removed,10,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,2,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,8,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,15,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_essays_moral_political_1741,4,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Hume_Original.Contract_passive_obedience_and_parties,1,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,6,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_19_Principles_Moral_Political,10,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_29_Principles_Moral_Political,15,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_biographical_sketch,10,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Roman_Republic_Vol_2_Edinburgh,30,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_1,6,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_2,9,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_biographical_sketch,16,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_minutes_of_the_life,8,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_Roman_Republic_Vol_1_London,30,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_1,4,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_2,1,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Tudor_vol_1_4709,10,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_Life_of_David_Hume.Smith.Removed,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1757_Morality_stage.plays,10,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_T012677_3_Pamphlet_Dr_Price,3,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Dialogues_Concerning_Natural_Religion,1,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_essays_moral_political_1741,15,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Original.Contract_passive_obedience_and_parties,1,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1757_Morality_stage.plays,12,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,8,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Sermon_preached_in_the_ersh,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_T114601_19_Principles_Moral_Political,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_essays_moral_political_1741,15,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Original.Contract_passive_obedience_and_parties,2,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Petition_Bellmen,15,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Political_Discourses,8,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_1767_Civil_Society_4610,10,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,15,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_19_Principles_Moral_Political,18,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_29_Principles_Moral_Political,17,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,10,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,10,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_dialogues_from_manuscript_edited,3,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Manuscripts_edited,25,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,15,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,10,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T012677_3_Pamphlet_Dr_Price,4,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,18,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T114601_29_Principles_Moral_Political,30,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,15,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,5,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Manuscripts_edited,20,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_minutes_of_the_life,7,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,15,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,17,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T114601_19_Principles_Moral_Political,30,undirected
Hume_A.Letter.from.a.Gentleman,Hume_An_Enquiry_Principal_Morals,5,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Dialogues_Concerning_Natural_Religion,15,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Philosophical_Essays_Human_Understanding,10,undirected
Hume_An_Abstract_of_a_book,Hume_Philosophical_Essays_Human_Understanding,10,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_1,15,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_3,5,undirected
Hume_An_Enquiry_Principal_Morals,Ferguson_dialogues_from_manuscript_edited,2,undirected
Hume_An_Enquiry_Principal_Morals,Hume_A.Letter.from.a.Gentleman,5,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Dialogues_Concerning_Natural_Religion,4,undirected
Hume_An_Enquiry_Principal_Morals,Hume_essays_moral_political_1741,20,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Four_Dissertations,30,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Philosophical_Essays_Human_Understanding,4,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Political_Discourses,1,undirected
Hume_Archibald_preface_edition,Ferguson_letters_edited_w_npp,7,undirected
Hume_Archibald_preface_edition,Hume_essays_moral_political_1741,15,undirected
Hume_Archibald_preface_edition,Hume_Four_Dissertations,1,undirected
Hume_Archibald_preface_edition,Hume_History_of_England_Tudor_vol_2_1710,2,undirected
Hume_Archibald_preface_edition,Hume_Life_of_David_Hume.Smith.Removed,2,undirected
Hume_Archibald_preface_edition,Hume_Original.Contract_passive_obedience_and_parties,2,undirected
Hume_Archibald_preface_edition,Hume_Political_Discourses,10,undirected
Hume_Archibald_preface_edition,sister_peg_checked,15,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_dialogues_from_manuscript_edited,11,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_letters_edited_w_npp,1,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_Sermon_preached_in_the_ersh,1,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_A.Letter.from.a.Gentleman,15,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_An_Enquiry_Principal_Morals,4,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_essays_moral_political_1741,9,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Four_Dissertations,3,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Philosophical_Essays_Human_Understanding,18,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_two_essays_on_suicide_immorality_soul,10,undirected
Hume_Dialogues_Concerning_Natural_Religion,sister_peg_checked,1,undirected
Hume_essay_on_national_chars,Hume_essays_moral_political_1741,6,undirected
Hume_essay_on_national_chars,Hume_Four_Dissertations,9,undirected
Hume_essay_on_national_chars,Hume_Petition_Bellmen,5,undirected
Hume_essay_on_national_chars,Hume_Political_Discourses,16,undirected
Hume_essays_moral_political_1741,Ferguson_1756_Reflection_on_militia,9,undirected
Hume_essays_moral_political_1741,Ferguson_1757_Morality_stage.plays,10,undirected
Hume_essays_moral_political_1741,Ferguson_letters_edited_w_npp,3,undirected
Hume_essays_moral_political_1741,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,4,undirected
Hume_essays_moral_political_1741,Ferguson_Sermon_preached_in_the_ersh,15,undirected
Hume_essays_moral_political_1741,Ferguson_T012677_3_Pamphlet_Dr_Price,15,undirected
Hume_essays_moral_political_1741,Hume_An_Enquiry_Principal_Morals,20,undirected
Hume_essays_moral_political_1741,Hume_Archibald_preface_edition,15,undirected
Hume_essays_moral_political_1741,Hume_Dialogues_Concerning_Natural_Religion,9,undirected
Hume_essays_moral_political_1741,Hume_essay_on_national_chars,6,undirected
Hume_essays_moral_political_1741,Hume_Four_Dissertations,25,undirected
Hume_essays_moral_political_1741,Hume_Original.Contract_passive_obedience_and_parties,12,undirected
Hume_essays_moral_political_1741,Hume_Political_Discourses,19,undirected
Hume_essays_moral_political_1741,sister_peg_checked,7,undirected
Hume_Four_Dissertations,Hume_An_Enquiry_Principal_Morals,30,undirected
Hume_Four_Dissertations,Hume_Archibald_preface_edition,1,undirected
Hume_Four_Dissertations,Hume_Dialogues_Concerning_Natural_Religion,3,undirected
Hume_Four_Dissertations,Hume_essay_on_national_chars,9,undirected
Hume_Four_Dissertations,Hume_essays_moral_political_1741,25,undirected
Hume_Four_Dissertations,Hume_Original.Contract_passive_obedience_and_parties,7,undirected
Hume_Four_Dissertations,Hume_Philosophical_Essays_Human_Understanding,4,undirected
Hume_Four_Dissertations,Hume_Political_Discourses,12,undirected
Hume_Four_Dissertations,Hume_two_essays_on_suicide_immorality_soul,7,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_1_London,6,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Caesar_vol_2,30,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_1_4709,18,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_2_1710,9,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_1_London,9,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_2_Edinburgh,1,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Caesar_vol_1,30,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_1_4709,25,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_2_1710,15,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_biographical_sketch,5,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_2_Edinburgh,10,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_1,18,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_2,25,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Tudor_vol_2_1710,22,undirected
