Source,Target,Weight,Type
Ferguson_Sermon_preached_in_the_ersh,Ferguson_T012677_3_Pamphlet_Dr_Price,8,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_essays_moral_political_1741,11,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Original.Contract_passive_obedience_and_parties,6,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Petition_Bellmen,10,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Political_Discourses,1,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1757_Morality_stage.plays,2,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_1767_Civil_Society_4610,12,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_letters_edited_w_npp,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Sermon_preached_in_the_ersh,8,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_T114601_19_Principles_Moral_Political,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_essays_moral_political_1741,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Petition_Bellmen,3,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Political_Discourses,8,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_1767_Civil_Society_4610,5,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,15,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_19_Principles_Moral_Political,15,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_29_Principles_Moral_Political,10,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,21,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,8,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_dialogues_from_manuscript_edited,1,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Manuscripts_edited,22,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,2,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,3,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T012677_3_Pamphlet_Dr_Price,4,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,15,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T114601_29_Principles_Moral_Political,30,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,15,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,2,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_dialogues_from_manuscript_edited,4,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Manuscripts_edited,22,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_minutes_of_the_life,6,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,15,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,10,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T114601_19_Principles_Moral_Political,30,undirected
Hume_A.Letter.from.a.Gentleman,Hume_An_Abstract_of_a_book,5,undirected
Hume_A.Letter.from.a.Gentleman,Hume_An_Enquiry_Principal_Morals,3,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Dialogues_Concerning_Natural_Religion,10,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Four_Dissertations,5,undirected
Hume_A.Letter.from.a.Gentleman,Hume_Philosophical_Essays_Human_Understanding,12,undirected
Hume_An_Abstract_of_a_book,Hume_A.Letter.from.a.Gentleman,5,undirected
Hume_An_Abstract_of_a_book,Hume_Dialogues_Concerning_Natural_Religion,1,undirected
Hume_An_Abstract_of_a_book,Hume_Philosophical_Essays_Human_Understanding,15,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_1,8,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_3,1,undirected
Hume_An_Enquiry_Principal_Morals,Ferguson_dialogues_from_manuscript_edited,6,undirected
Hume_An_Enquiry_Principal_Morals,Ferguson_minutes_of_the_life,1,undirected
Hume_An_Enquiry_Principal_Morals,Hume_A.Letter.from.a.Gentleman,3,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Dialogues_Concerning_Natural_Religion,4,undirected
Hume_An_Enquiry_Principal_Morals,Hume_essay_on_national_chars,1,undirected
Hume_An_Enquiry_Principal_Morals,Hume_essays_moral_political_1741,23,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Four_Dissertations,29,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Philosophical_Essays_Human_Understanding,7,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Political_Discourses,6,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Treatise_Human_Nature_vol_3,8,undirected
Hume_An_Enquiry_Principal_Morals,Hume_two_essays_on_suicide_immorality_soul,8,undirected
Hume_Archibald_preface_edition,Ferguson_letters_edited_w_npp,14,undirected
Hume_Archibald_preface_edition,Hume_essays_moral_political_1741,6,undirected
Hume_Archibald_preface_edition,Hume_History_of_England_Tudor_vol_1_4709,1,undirected
Hume_Archibald_preface_edition,Hume_History_of_England_Tudor_vol_2_1710,8,undirected
Hume_Archibald_preface_edition,Hume_Life_of_David_Hume.Smith.Removed,7,undirected
Hume_Archibald_preface_edition,Hume_Political_Discourses,3,undirected
Hume_Archibald_preface_edition,sister_peg_checked,13,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_dialogues_from_manuscript_edited,4,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_A.Letter.from.a.Gentleman,10,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_An_Abstract_of_a_book,1,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_An_Enquiry_Principal_Morals,4,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_essays_moral_political_1741,5,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Four_Dissertations,15,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Petition_Bellmen,2,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Philosophical_Essays_Human_Understanding,17,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_two_essays_on_suicide_immorality_soul,13,undirected
Hume_Dialogues_Concerning_Natural_Religion,sister_peg_checked,1,undirected
Hume_essay_on_national_chars,Hume_An_Enquiry_Principal_Morals,1,undirected
Hume_essay_on_national_chars,Hume_essays_moral_political_1741,9,undirected
Hume_essay_on_national_chars,Hume_Four_Dissertations,13,undirected
Hume_essay_on_national_chars,Hume_Political_Discourses,7,undirected
Hume_essays_moral_political_1741,Ferguson_1756_Reflection_on_militia,5,undirected
Hume_essays_moral_political_1741,Ferguson_1757_Morality_stage.plays,14,undirected
Hume_essays_moral_political_1741,Ferguson_1767_Civil_Society_4610,4,undirected
Hume_essays_moral_political_1741,Ferguson_letters_edited_w_npp,13,undirected
Hume_essays_moral_political_1741,Ferguson_minutes_of_the_life,2,undirected
Hume_essays_moral_political_1741,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,5,undirected
Hume_essays_moral_political_1741,Ferguson_Sermon_preached_in_the_ersh,11,undirected
Hume_essays_moral_political_1741,Ferguson_T012677_3_Pamphlet_Dr_Price,3,undirected
Hume_essays_moral_political_1741,Hume_An_Enquiry_Principal_Morals,23,undirected
Hume_essays_moral_political_1741,Hume_Archibald_preface_edition,6,undirected
Hume_essays_moral_political_1741,Hume_Dialogues_Concerning_Natural_Religion,5,undirected
Hume_essays_moral_political_1741,Hume_essay_on_national_chars,9,undirected
Hume_essays_moral_political_1741,Hume_Four_Dissertations,21,undirected
Hume_essays_moral_political_1741,Hume_Original.Contract_passive_obedience_and_parties,10,undirected
Hume_essays_moral_political_1741,Hume_Political_Discourses,18,undirected
Hume_essays_moral_political_1741,sister_peg_checked,1,undirected
Hume_Four_Dissertations,Ferguson_1757_Morality_stage.plays,1,undirected
Hume_Four_Dissertations,Ferguson_minutes_of_the_life,5,undirected
Hume_Four_Dissertations,Hume_A.Letter.from.a.Gentleman,5,undirected
Hume_Four_Dissertations,Hume_An_Enquiry_Principal_Morals,29,undirected
Hume_Four_Dissertations,Hume_Dialogues_Concerning_Natural_Religion,15,undirected
Hume_Four_Dissertations,Hume_essay_on_national_chars,13,undirected
Hume_Four_Dissertations,Hume_essays_moral_political_1741,21,undirected
Hume_Four_Dissertations,Hume_Original.Contract_passive_obedience_and_parties,5,undirected
Hume_Four_Dissertations,Hume_Philosophical_Essays_Human_Understanding,7,undirected
Hume_Four_Dissertations,Hume_Political_Discourses,8,undirected
Hume_Four_Dissertations,Hume_Treatise_Human_Nature_vol_3,1,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_biographical_sketch,2,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_1_London,4,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_2_Edinburgh,2,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Caesar_vol_2,30,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_1_4709,15,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_2_1710,10,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_1_London,9,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Caesar_vol_1,30,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_1_4709,22,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_2_1710,15,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_letters_edited_w_npp,2,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_1_London,2,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_2_Edinburgh,8,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_Archibald_preface_edition,1,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_1,15,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_2,22,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Tudor_vol_2_1710,28,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_Life_of_David_Hume.Smith.Removed,3,undirected
Hume_History_of_England_Tudor_vol_2_1710,Ferguson_biographical_sketch,7,undirected
Hume_History_of_England_Tudor_vol_2_1710,Ferguson_letters_edited_w_npp,8,undirected
Hume_History_of_England_Tudor_vol_2_1710,Ferguson_Roman_Republic_Vol_2_Edinburgh,1,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_Archibald_preface_edition,8,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Caesar_vol_1,10,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Caesar_vol_2,15,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Tudor_vol_1_4709,28,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_Life_of_David_Hume.Smith.Removed,11,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_biographical_sketch,1,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_letters_edited_w_npp,4,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_minutes_of_the_life,3,undirected
Hume_Life_of_David_Hume.Smith.Removed,Ferguson_Roman_Republic_Vol_2_Edinburgh,1,undirected
Hume_Life_of_David_Hume.Smith.Removed,Hume_Archibald_preface_edition,7,undirected
Hume_Life_of_David_Hume.Smith.Removed,Hume_History_of_England_Tudor_vol_1_4709,3,undirected
Hume_Life_of_David_Hume.Smith.Removed,Hume_History_of_England_Tudor_vol_2_1710,11,undirected
Hume_Original.Contract_passive_obedience_and_parties,Ferguson_Sermon_preached_in_the_ersh,6,undirected
Hume_Original.Contract_passive_obedience_and_parties,Hume_essays_moral_political_1741,10,undirected
Hume_Original.Contract_passive_obedience_and_parties,Hume_Four_Dissertations,5,undirected
Hume_Original.Contract_passive_obedience_and_parties,Hume_Political_Discourses,17,undirected
Hume_Petition_Bellmen,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,8,undirected
Hume_Petition_Bellmen,Ferguson_Sermon_preached_in_the_ersh,10,undirected
Hume_Petition_Bellmen,Ferguson_T012677_3_Pamphlet_Dr_Price,3,undirected
Hume_Petition_Bellmen,Hume_Dialogues_Concerning_Natural_Religion,2,undirected
Hume_Petition_Bellmen,Hume_Philosophical_Essays_Human_Understanding,2,undirected
Hume_Petition_Bellmen,Hume_two_essays_on_suicide_immorality_soul,5,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_A.Letter.from.a.Gentleman,12,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_An_Abstract_of_a_book,15,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_An_Enquiry_Principal_Morals,7,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Dialogues_Concerning_Natural_Religion,17,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Four_Dissertations,7,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Petition_Bellmen,2,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Treatise_Human_Nature_vol_1,5,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Treatise_human_nature_vol_2,5,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Treatise_Human_Nature_vol_3,26,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_two_essays_on_suicide_immorality_soul,9,undirected
Hume_Political_Discourses,Ferguson_1756_Reflection_on_militia,5,undirected
Hume_Political_Discourses,Ferguson_letters_edited_w_npp,2,undirected
Hume_Political_Discourses,Ferguson_minutes_of_the_life,2,undirected
Hume_Political_Discourses,Ferguson_Sermon_preached_in_the_ersh,1,undirected
Hume_Political_Discourses,Ferguson_T012677_3_Pamphlet_Dr_Price,8,undirected
Hume_Political_Discourses,Hume_An_Enquiry_Principal_Morals,6,undirected
Hume_Political_Discourses,Hume_Archibald_preface_edition,3,undirected
Hume_Political_Discourses,Hume_essay_on_national_chars,7,undirected
Hume_Political_Discourses,Hume_essays_moral_political_1741,18,undirected
Hume_Political_Discourses,Hume_Four_Dissertations,8,undirected
Hume_Political_Discourses,Hume_Original.Contract_passive_obedience_and_parties,17,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_An_Abstract_of_a_book,8,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_Philosophical_Essays_Human_Understanding,5,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_Treatise_human_nature_vol_2,25,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_Treatise_Human_Nature_vol_3,14,undirected
Hume_Treatise_human_nature_vol_2,Hume_Philosophical_Essays_Human_Understanding,5,undirected
Hume_Treatise_human_nature_vol_2,Hume_Treatise_Human_Nature_vol_1,25,undirected
Hume_Treatise_human_nature_vol_2,Hume_Treatise_Human_Nature_vol_3,24,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_An_Abstract_of_a_book,1,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_An_Enquiry_Principal_Morals,8,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Four_Dissertations,1,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Philosophical_Essays_Human_Understanding,26,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Treatise_Human_Nature_vol_1,14,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Treatise_human_nature_vol_2,24,undirected
Hume_two_essays_on_suicide_immorality_soul,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,3,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_An_Enquiry_Principal_Morals,8,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_Dialogues_Concerning_Natural_Religion,13,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_Petition_Bellmen,5,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_Philosophical_Essays_Human_Understanding,9,undirected
sister_peg_checked,Ferguson_dialogues_from_manuscript_edited,3,undirected
sister_peg_checked,Ferguson_letters_edited_w_npp,14,undirected
sister_peg_checked,Hume_Archibald_preface_edition,13,undirected
sister_peg_checked,Hume_Dialogues_Concerning_Natural_Religion,1,undirected
sister_peg_checked,Hume_essays_moral_political_1741,1,undirected
