Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage-plays,6,undirected
Ferguson_1756_Reflection_on_militia,Hume_essays_moral_political_1741,4,undirected
Ferguson_1756_Reflection_on_militia,Hume_Four_Dissertations,1,undirected
Ferguson_1756_Reflection_on_militia,Hume_Treatise_human_nature_vol_2,1,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_1756_Reflection_on_militia,6,undirected
Ferguson_1757_Morality_stage-plays,Ferguson_Sermon_preached_in_the_ersh,6,undirected
Ferguson_1757_Morality_stage-plays,Hume_essays_moral_political_1741,4,undirected
Ferguson_1757_Morality_stage-plays,Hume_Philosophical_Essays_Human_Understanding,2,undirected
Ferguson_1757_Morality_stage-plays,Hume_Treatise_Human_Nature_vol_3,6,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,3,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,3,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,6,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_dialogues_from_manuscript_edited,4,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,6,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Hume_An_Enquiry_Principal_Morals,2,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,6,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,1,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,10,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Caesar_vol_2,1,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,4,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,4,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,6,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,6,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_An_Abstract_of_a_book,2,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_Dialogues_Concerning_Natural_Religion,3,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_two_essays_on_suicide_immorality_soul,1,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,6,undirected
Ferguson_letters_edited_w_npp,Hume_A Letter from a Gentleman,1,undirected
Ferguson_letters_edited_w_npp,Hume_Dialogues_Concerning_Natural_Religion,3,undirected
Ferguson_letters_edited_w_npp,Hume_Life_of_David_Hume-Smith-Removed,6,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,2,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,6,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,4,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,2,undirected
Ferguson_Manuscripts_edited,Ferguson_T076224_16_Inst_Moral_Phil,4,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,10,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,7,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,6,undirected
Ferguson_minutes_of_the_life,Ferguson_Of_Mans_Progressive_Nature_Excerpt,1,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,1,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_Manuscripts_edited,4,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T012677_3_Pamphlet_Dr_Price,2,undirected
Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_Manuscripts_edited,2,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_minutes_of_the_life,1,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_19_Principles_Moral_Political,4,undirected
Ferguson_Of_Mans_Progressive_Nature_Excerpt,Ferguson_T114601_29_Principles_Moral_Political,6,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_biographical_sketch,1,undirected
Ferguson_Roman_Republic_Vol_1_London,Ferguson_Roman_Republic_Vol_2_Edinburgh,12,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Caesar_vol_2,4,undirected
Ferguson_Roman_Republic_Vol_1_London,Hume_History_of_England_Tudor_vol_1_4709,2,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_biographical_sketch,10,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_minutes_of_the_life,4,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Ferguson_Roman_Republic_Vol_1_London,12,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_1,2,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Caesar_vol_2,2,undirected
Ferguson_Roman_Republic_Vol_2_Edinburgh,Hume_History_of_England_Tudor_vol_1_4709,4,undirected
Ferguson_Sermon_preached_in_the_ersh,Ferguson_1757_Morality_stage-plays,6,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_essays_moral_political_1741,2,undirected
Ferguson_Sermon_preached_in_the_ersh,Hume_Treatise_Human_Nature_vol_3,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,2,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_essays_moral_political_1741,1,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Original Contract_passive_obedience_and_parties,6,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Petition_Bellmen,6,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_Political_Discourses,4,undirected
Ferguson_T012677_3_Pamphlet_Dr_Price,Hume_two_essays_on_suicide_immorality_soul,1,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_1767_Civil_Society_4610,3,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,6,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_Manuscripts_edited,4,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_T076224_16_Inst_Moral_Phil,Ferguson_T114601_29_Principles_Moral_Political,9,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,3,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Manuscripts_edited,10,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,6,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,4,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,6,undirected
Ferguson_T114601_19_Principles_Moral_Political,Ferguson_T114601_29_Principles_Moral_Political,12,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_1767_Civil_Society_4610,6,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Manuscripts_edited,7,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_minutes_of_the_life,1,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_Of_Mans_Progressive_Nature_Excerpt,6,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T076224_16_Inst_Moral_Phil,9,undirected
Ferguson_T114601_29_Principles_Moral_Political,Ferguson_T114601_19_Principles_Moral_Political,12,undirected
Hume_A Letter from a Gentleman,Ferguson_letters_edited_w_npp,1,undirected
Hume_A Letter from a Gentleman,Hume_Dialogues_Concerning_Natural_Religion,6,undirected
Hume_A Letter from a Gentleman,Hume_Life_of_David_Hume-Smith-Removed,4,undirected
Hume_A Letter from a Gentleman,Hume_Philosophical_Essays_Human_Understanding,4,undirected
Hume_A Letter from a Gentleman,Hume_Treatise_Human_Nature_vol_3,2,undirected
Hume_An_Abstract_of_a_book,Ferguson_dialogues_from_manuscript_edited,2,undirected
Hume_An_Abstract_of_a_book,Hume_Philosophical_Essays_Human_Understanding,4,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_1,6,undirected
Hume_An_Abstract_of_a_book,Hume_Treatise_Human_Nature_vol_3,2,undirected
Hume_An_Enquiry_Principal_Morals,Ferguson_Analysis_of_pneumatics_and_moral_philosophy,2,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Dialogues_Concerning_Natural_Religion,2,undirected
Hume_An_Enquiry_Principal_Morals,Hume_essays_moral_political_1741,10,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Four_Dissertations,6,undirected
Hume_An_Enquiry_Principal_Morals,Hume_Philosophical_Essays_Human_Understanding,1,undirected
Hume_Archibald_Stewart,Hume_essays_moral_political_1741,4,undirected
Hume_Archibald_Stewart,Hume_Life_of_David_Hume-Smith-Removed,2,undirected
Hume_Archibald_Stewart,Hume_Original Contract_passive_obedience_and_parties,2,undirected
Hume_Archibald_Stewart,Hume_Political_Discourses,6,undirected
Hume_Archibald_Stewart,sister_peg_checked,5,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_dialogues_from_manuscript_edited,3,undirected
Hume_Dialogues_Concerning_Natural_Religion,Ferguson_letters_edited_w_npp,3,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_A Letter from a Gentleman,6,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_An_Enquiry_Principal_Morals,2,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_essays_moral_political_1741,6,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Philosophical_Essays_Human_Understanding,5,undirected
Hume_Dialogues_Concerning_Natural_Religion,Hume_Treatise_Human_Nature_vol_3,3,undirected
Hume_Dialogues_Concerning_Natural_Religion,sister_peg_checked,5,undirected
Hume_essay_on_national_chars,Hume_essays_moral_political_1741,2,undirected
Hume_essay_on_national_chars,Hume_Four_Dissertations,4,undirected
Hume_essay_on_national_chars,Hume_Petition_Bellmen,2,undirected
Hume_essay_on_national_chars,Hume_Political_Discourses,7,undirected
Hume_essays_moral_political_1741,Ferguson_1756_Reflection_on_militia,4,undirected
Hume_essays_moral_political_1741,Ferguson_1757_Morality_stage-plays,4,undirected
Hume_essays_moral_political_1741,Ferguson_Sermon_preached_in_the_ersh,2,undirected
Hume_essays_moral_political_1741,Ferguson_T012677_3_Pamphlet_Dr_Price,1,undirected
Hume_essays_moral_political_1741,Hume_An_Enquiry_Principal_Morals,10,undirected
Hume_essays_moral_political_1741,Hume_Archibald_Stewart,4,undirected
Hume_essays_moral_political_1741,Hume_Dialogues_Concerning_Natural_Religion,6,undirected
Hume_essays_moral_political_1741,Hume_essay_on_national_chars,2,undirected
Hume_essays_moral_political_1741,Hume_Four_Dissertations,12,undirected
Hume_essays_moral_political_1741,Hume_Original Contract_passive_obedience_and_parties,5,undirected
Hume_essays_moral_political_1741,Hume_Political_Discourses,5,undirected
Hume_essays_moral_political_1741,Hume_two_essays_on_suicide_immorality_soul,3,undirected
Hume_essays_moral_political_1741,sister_peg_checked,2,undirected
Hume_Four_Dissertations,Ferguson_1756_Reflection_on_militia,1,undirected
Hume_Four_Dissertations,Hume_An_Enquiry_Principal_Morals,6,undirected
Hume_Four_Dissertations,Hume_essay_on_national_chars,4,undirected
Hume_Four_Dissertations,Hume_essays_moral_political_1741,12,undirected
Hume_Four_Dissertations,Hume_Original Contract_passive_obedience_and_parties,5,undirected
Hume_Four_Dissertations,Hume_Political_Discourses,8,undirected
Hume_Four_Dissertations,Hume_Treatise_human_nature_vol_2,6,undirected
Hume_Four_Dissertations,Hume_two_essays_on_suicide_immorality_soul,3,undirected
Hume_History_of_England_Caesar_vol_1,Ferguson_Roman_Republic_Vol_2_Edinburgh,2,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Caesar_vol_2,10,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_1_4709,8,undirected
Hume_History_of_England_Caesar_vol_1,Hume_History_of_England_Tudor_vol_2_1710,2,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_biographical_sketch,1,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_1_London,4,undirected
Hume_History_of_England_Caesar_vol_2,Ferguson_Roman_Republic_Vol_2_Edinburgh,2,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Caesar_vol_1,10,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_1_4709,12,undirected
Hume_History_of_England_Caesar_vol_2,Hume_History_of_England_Tudor_vol_2_1710,4,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_biographical_sketch,4,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_1_London,2,undirected
Hume_History_of_England_Tudor_vol_1_4709,Ferguson_Roman_Republic_Vol_2_Edinburgh,4,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_1,8,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Caesar_vol_2,12,undirected
Hume_History_of_England_Tudor_vol_1_4709,Hume_History_of_England_Tudor_vol_2_1710,6,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Caesar_vol_1,2,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Caesar_vol_2,4,undirected
Hume_History_of_England_Tudor_vol_2_1710,Hume_History_of_England_Tudor_vol_1_4709,6,undirected
Hume_Life_of_David_Hume-Smith-Removed,Ferguson_letters_edited_w_npp,6,undirected
Hume_Life_of_David_Hume-Smith-Removed,Hume_A Letter from a Gentleman,4,undirected
Hume_Life_of_David_Hume-Smith-Removed,Hume_Archibald_Stewart,2,undirected
Hume_Original Contract_passive_obedience_and_parties,Ferguson_T012677_3_Pamphlet_Dr_Price,6,undirected
Hume_Original Contract_passive_obedience_and_parties,Hume_Archibald_Stewart,2,undirected
Hume_Original Contract_passive_obedience_and_parties,Hume_essays_moral_political_1741,5,undirected
Hume_Original Contract_passive_obedience_and_parties,Hume_Four_Dissertations,5,undirected
Hume_Original Contract_passive_obedience_and_parties,Hume_Political_Discourses,3,undirected
Hume_Petition_Bellmen,Ferguson_T012677_3_Pamphlet_Dr_Price,6,undirected
Hume_Petition_Bellmen,Hume_essay_on_national_chars,2,undirected
Hume_Petition_Bellmen,Hume_Political_Discourses,4,undirected
Hume_Philosophical_Essays_Human_Understanding,Ferguson_1757_Morality_stage-plays,2,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_A Letter from a Gentleman,4,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_An_Abstract_of_a_book,4,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_An_Enquiry_Principal_Morals,1,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Dialogues_Concerning_Natural_Religion,5,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Treatise_Human_Nature_vol_1,10,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Treatise_human_nature_vol_2,6,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_Treatise_Human_Nature_vol_3,12,undirected
Hume_Philosophical_Essays_Human_Understanding,Hume_two_essays_on_suicide_immorality_soul,6,undirected
Hume_Political_Discourses,Ferguson_T012677_3_Pamphlet_Dr_Price,4,undirected
Hume_Political_Discourses,Hume_Archibald_Stewart,6,undirected
Hume_Political_Discourses,Hume_essay_on_national_chars,7,undirected
Hume_Political_Discourses,Hume_essays_moral_political_1741,5,undirected
Hume_Political_Discourses,Hume_Four_Dissertations,8,undirected
Hume_Political_Discourses,Hume_Original Contract_passive_obedience_and_parties,3,undirected
Hume_Political_Discourses,Hume_Petition_Bellmen,4,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_An_Abstract_of_a_book,6,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_Philosophical_Essays_Human_Understanding,10,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_Treatise_human_nature_vol_2,6,undirected
Hume_Treatise_Human_Nature_vol_1,Hume_Treatise_Human_Nature_vol_3,8,undirected
Hume_Treatise_human_nature_vol_2,Ferguson_1756_Reflection_on_militia,1,undirected
Hume_Treatise_human_nature_vol_2,Hume_Four_Dissertations,6,undirected
